,Unnamed: 0,Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Suspicious_Flags,Fraud_Label,Claim_Type_Home Damage,Claim_Type_Medical,Claim_Type_Vehicle,Claim_Year,Claim_Month,Claim_Day,Annual_Income,Claim_to_Income_Ratio,Policy_Issuance_Date,Days_Since_Issuance,Short_Period_Claim,Elliptic_Anomaly,Isolation_Anomaly,LOF_Anomaly,Fraud_Probability_Score,policy_issue_Year,policy_issue_Month,policy_issue_Day
485,485,7c0f549d-0274-4f73-b3ab-ea0d5be9fdb3,2020-11-08,8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,15339.63,0,0,0,1,0,2020,11,8,114783,0.1336402603172943,2018-04-28,925,False,Normal,1,Normal,0.0,2018,4,28
486,486,68bd075b-7eb6-481e-a72f-947d816462cb,2023-08-06,71a0449d-d703-462f-b5cb-e3f56a66c184,49004.95,0,0,1,0,0,2023,8,6,165735,0.2956825655413763,2022-08-08,363,True,Normal,0,Normal,0.6711931067965047,2022,8,8
487,487,90bde900-1529-46f5-aad1-1fe87d1b695e,2020-04-29,085eb489-4ac6-4780-b874-9f3cc2d49b56,43668.91,1,1,1,0,0,2020,4,29,45027,0.969838319230684,2019-02-05,449,False,Anomaly,1,Anomaly,0.0,2019,2,5
488,488,49e64c22-89a0-47eb-b98f-569b465cc2cb,2021-01-05,c5c5ae8a-be15-4d12-90ce-77e9751303b9,23992.22,0,0,1,0,0,2021,1,5,128957,0.1860482176229285,2018-06-27,923,False,Normal,1,Anomaly,0.0,2018,6,27
489,489,82c42e48-8cba-4ae5-becc-daf4c4134dc2,2020-09-26,8b0901ab-c66d-4eb3-8494-5e091d3ca5a4,29092.9,1,0,1,0,0,2020,9,26,60677,0.4794716284588889,2018-04-08,902,False,Anomaly,0,Anomaly,0.0,2018,4,8
490,490,8ac35ac4-5dea-4737-bdab-3441d2c2a960,2024-04-14,70fd6672-b80f-46c5-828f-a16b0aa6fcb9,26449.5,0,0,1,0,0,2024,4,14,156537,0.1689664424385289,2022-02-28,776,False,Normal,0,Normal,0.0,2022,2,28
491,491,6cd6f011-fd61-413b-b7f2-5d368bddcee3,2020-09-07,3f5e3b8c-c058-4da5-a757-075bd47f83b1,7814.9,1,0,1,0,0,2020,9,7,70969,0.1101170933787991,2020-07-04,65,True,Normal,1,Anomaly,0.0,2020,7,4
492,492,0840405a-ffd2-4491-9ff3-89aa4c36a70c,2022-06-03,164484a0-d115-4fff-9cb9-1d5f593c572b,35175.79,1,1,0,1,0,2022,6,3,111172,0.3164087180225237,2020-09-15,626,False,Normal,0,Normal,0.0,2020,9,15
493,493,1e0d02b5-fe74-42cd-9d83-ad037066e289,2024-01-20,bcd4344f-cf8a-468e-b5ba-93573ca87f31,16027.78,0,0,0,1,0,2024,1,20,83140,0.1927806110175607,2023-04-11,284,True,Normal,0,Normal,0.0066887183492649,2023,4,11
494,494,dc6dafff-59c2-4153-b06b-0f0c96822e22,2023-09-23,9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187,25340.07,0,0,1,0,0,2023,9,23,128489,0.1972158706192747,2021-03-16,921,False,Normal,0,Normal,0.0479870975753504,2021,3,16
495,495,d0437e4c-34e5-4699-88eb-e27a23a4e70e,2021-03-17,88438de2-59cf-4b0d-91f0-647d0f321333,36923.94,0,0,0,1,0,2021,3,17,137705,0.2681379761083475,2018-08-15,945,False,Normal,0,Normal,0.0,2018,8,15
496,496,2b1ac76c-89ec-4c51-98cb-aa5247f53019,2021-10-16,929ecc92-4a11-4e44-8aea-1b8fb43cde0a,28263.9,0,0,1,0,0,2021,10,16,78286,0.3610339013361265,2020-07-10,463,False,Normal,0,Normal,0.0,2020,7,10
497,497,83b0b35c-dba6-4df8-b3d0-4ffb44709848,2025-02-06,22b5f457-1860-4d28-90af-b235ade68f51,47855.93,0,1,0,0,1,2025,2,6,164465,0.2909794181132764,2022-12-16,783,False,Normal,1,Anomaly,0.0,2022,12,16
498,498,695e5ea9-c923-4c64-8006-2b5bf67839b2,2024-10-07,a7e8d18e-ddf6-44ac-86fe-acd4fe1393cd,17445.19,0,0,0,0,1,2024,10,7,160253,0.1088603021472296,2022-04-02,919,False,Normal,0,Anomaly,0.0,2022,4,2
499,499,21f8072d-ddb7-470e-b390-b059207bbe21,2021-06-03,3f5fbf4f-d417-4230-9274-ee11b61df906,34196.92,1,1,1,0,0,2021,6,3,94890,0.3603848666877436,2020-07-03,335,True,Normal,0,Normal,0.4116803277863622,2020,7,3
500,500,64880945-ad1d-4537-97f3-4368c2efeecb,2022-08-15,a0b85755-44ca-45a2-a1e5-18a293d228d4,24466.92,1,0,0,1,0,2022,8,15,101079,0.2420574006470186,2020-12-17,606,False,Normal,0,Normal,0.0,2020,12,17
501,501,135508d0-73b5-4ad5-a00b-4b356a0aa7d5,2023-05-05,67213a70-17d5-4f59-84d5-98f7e14fe093,47103.53,0,1,0,0,1,2023,5,5,100538,0.4685146909626211,2022-01-24,466,False,Normal,0,Normal,0.0,2022,1,24
502,502,b1d81887-4739-4c7b-bff3-0c8d83ff3e96,2024-11-08,7cf07bb3-f343-49eb-b466-ef025e7b72c8,35392.6,0,0,1,0,0,2024,11,8,177675,0.199198536654003,2022-10-06,764,False,Normal,0,Normal,0.0,2022,10,6
503,503,de70bd30-00a2-4367-94fb-09f053c93ae7,2024-01-17,f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,17765.76,1,0,1,0,0,2024,1,17,166593,0.1066416956294682,2021-06-05,956,False,Normal,0,Normal,0.0,2021,6,5
504,504,b28187c4-aa05-4442-a284-e8fd755cee2a,2021-12-18,65d0b517-88d0-4abd-8bb1-8c791036708d,33992.8,0,0,0,0,1,2021,12,18,114788,0.2961354845454229,2019-09-09,831,False,Normal,0,Normal,0.0,2019,9,9
505,505,d3293724-6dfd-471a-b7d7-465d37c3b3c9,2021-03-26,48998e5f-d40e-43ce-92a7-4a4144bed486,17584.17,1,0,0,1,0,2021,3,26,181504,0.0968803442348378,2018-09-06,932,False,Normal,0,Normal,0.0,2018,9,6
506,506,216e9fe5-93f3-4596-8c1c-8b0556771f36,2023-01-02,e4e751de-57ff-41d9-89ce-44bd7c3f1add,35849.99,0,0,0,0,1,2023,1,2,40967,0.8750943442282813,2020-07-18,898,False,Anomaly,1,Anomaly,0.0,2020,7,18
507,507,0bc2ea72-0c64-4ca2-8323-1466aebbb90e,2020-09-01,042b03ca-75a7-4686-9632-1d31c8acffcf,37493.26,1,1,0,1,0,2020,9,1,117350,0.319499446101406,2019-11-16,290,True,Normal,0,Normal,0.0,2019,11,16
508,508,28719b9b-db8f-4e32-adef-50031fce01e3,2022-05-19,6d84414d-f541-41ea-bde9-1c42002c4c22,27159.61,0,0,1,0,0,2022,5,19,80929,0.3355979933027715,2021-03-16,429,False,Normal,0,Normal,0.0,2021,3,16
509,509,e8cee951-b047-4ea4-bee5-ce6933cb202e,2020-10-31,dfda35b2-28b2-4f21-8d47-0ed6a6663769,30976.01,1,1,1,0,0,2020,10,31,124928,0.2479508997182377,2019-08-09,449,False,Normal,0,Normal,0.0,2019,8,9
510,510,17e52113-4626-43be-a068-8849eec71a30,2023-06-12,aa1d3fc6-5f31-473d-9519-830c40198303,3012.89,1,0,1,0,0,2023,6,12,163879,0.0183848449160661,2022-03-06,463,False,Normal,0,Normal,0.0,2022,3,6
511,511,0d41ee47-2a5f-4a18-a61f-0b96e75f745a,2022-02-26,c156e501-b30e-46e8-b9da-5f8c4e35da80,5459.8,0,0,0,0,1,2022,2,26,159619,0.0342052011352032,2019-12-10,809,False,Normal,0,Normal,0.0,2019,12,10
512,512,1758d47e-a7cd-4143-ade2-14293bf0d9c1,2023-09-10,13f3cade-7a10-413f-b6a2-c52b00473139,38652.92,0,0,0,1,0,2023,9,10,117935,0.3277476576080044,2021-03-15,909,False,Normal,0,Normal,0.0,2021,3,15
513,513,84fa4c72-39e7-44f1-97fb-613a21f89d06,2023-07-29,57f479b5-b212-46ee-8210-63710260a123,8318.08,0,0,1,0,0,2023,7,29,177177,0.0469478544054815,2023-05-19,71,True,Normal,0,Normal,0.0113752293338253,2023,5,19
514,514,dc3f42e0-fcf7-4842-9edf-3bfad12e0eb5,2022-04-14,3a9c4308-1221-4ddf-ba4a-902f21d63b0f,24133.7,0,0,0,1,0,2022,4,14,146140,0.1651409607225947,2021-09-17,209,True,Normal,0,Normal,0.0,2021,9,17
515,515,ce532ffd-bb13-4f02-96de-66c96210def6,2020-09-07,4c9bff5c-e188-4eaf-9e18-85c35037cd6b,14628.06,0,0,0,1,0,2020,9,7,63508,0.2303341311330856,2018-09-27,711,False,Normal,0,Normal,0.0,2018,9,27
516,516,d038e153-c601-418b-a1fa-01ba231ae7c7,2023-12-10,ad58db1b-fe31-437a-a43e-558c2215df00,28919.6,0,0,1,0,0,2023,12,10,33585,0.8610867947000148,2022-08-21,476,False,Anomaly,1,Anomaly,0.0,2022,8,21
517,517,9033da65-87cf-43fd-9183-6c4f249204c7,2020-03-19,59e7703a-70aa-4b0d-aa03-8ad4a667b982,2346.26,0,0,0,1,0,2020,3,19,163558,0.0143451252766602,2017-11-03,867,False,Normal,1,Anomaly,0.0,2017,11,3
518,518,bf8e8bfa-a0c9-4a72-b68a-cd40b8f14e3c,2020-12-05,714011a1-afc2-4cfc-9db7-284b6965d1d1,46729.17,0,0,0,1,0,2020,12,5,51926,0.8999185379193467,2018-10-12,785,False,Anomaly,1,Anomaly,0.0,2018,10,12
519,519,e5871d89-1631-4fc6-b79d-58f9dc268108,2020-09-03,bae1e137-96ee-40e5-9f87-3b46c0a0473a,25021.5,0,0,1,0,0,2020,9,3,130008,0.1924612331548827,2019-11-25,283,True,Normal,0,Normal,0.0,2019,11,25
520,520,6dec6bbd-f697-47a1-99fe-3d53624fea4b,2021-09-29,a505da9c-46e7-4a2c-bf6e-ed9d23cbe943,43898.79,1,1,0,1,0,2021,9,29,86681,0.5064407424925877,2020-11-12,321,True,Anomaly,0,Normal,0.0,2020,11,12
521,521,99db1302-8dab-46d3-bf87-dfc2159152f2,2023-03-05,f0f7ad22-c76a-4e0f-88f0-91f09b8b38ae,30337.76,1,1,0,0,1,2023,3,5,116266,0.2609340649889047,2021-05-14,660,False,Normal,0,Normal,0.1736978526734002,2021,5,14
522,522,d8d994b8-d90f-44e9-86dd-f6cab0c30a59,2023-06-19,9b5f8f39-848b-44f0-b498-17354d38e415,49460.42,0,0,1,0,0,2023,6,19,101753,0.4860831621672088,2021-10-27,600,False,Normal,0,Normal,0.523054212792469,2021,10,27
523,523,6449cb6f-bf72-4e52-b04b-237082701238,2021-08-25,cb35097a-e5dd-48f1-88a7-38ab0df83e12,7142.9,0,0,1,0,0,2021,8,25,160472,0.0445118151453213,2020-09-16,343,True,Normal,0,Normal,0.0,2020,9,16
524,524,62c965b2-7eb0-462a-bd45-74ebf4655a21,2020-09-25,122dd7be-980b-481e-a359-5d1f7fe4a42e,6076.01,0,0,0,1,0,2020,9,25,199736,0.0304202046701646,2019-06-25,458,False,Normal,0,Normal,0.0,2019,6,25
525,525,0316d2d6-fa4a-48ef-a383-7348873dc8bd,2025-02-09,6307d4d1-21c9-415d-9104-5a16ef15ab72,36070.61,0,0,0,1,0,2025,2,9,146537,0.2461535994322253,2023-02-23,717,False,Normal,0,Normal,0.0,2023,2,23
526,526,6bbdb66f-9181-4091-96c6-f45cdc5e4e78,2021-12-31,78946a15-c342-41db-ac3a-acdcaed54a46,28605.17,1,0,0,1,0,2021,12,31,153202,0.186715382305714,2020-09-10,477,False,Normal,0,Normal,0.5187570206873331,2020,9,10
527,527,12af97e4-c536-466e-bcc4-091bf45707c6,2020-04-03,373aedf8-431e-430f-8387-f74d1149d096,44903.62,0,1,0,0,1,2020,4,3,157159,0.2857209577561578,2019-12-09,116,True,Normal,1,Anomaly,0.7125507609293591,2019,12,9
528,528,f2dcb12b-0f7a-4302-ac2e-28150a3217d2,2024-02-14,b66edbf4-a0ea-4251-8957-43a281b13b80,4793.52,1,0,1,0,0,2024,2,14,109205,0.0438946934664163,2023-11-09,97,True,Normal,0,Normal,0.0050669642146272,2023,11,9
529,529,6c6f6d2e-6a59-4043-8461-52348044beb2,2023-09-07,89a3c811-895c-4fde-a3fa-40691519fd38,24133.98,1,0,0,1,0,2023,9,7,129558,0.1862793497892835,2023-03-28,163,True,Normal,0,Normal,0.0270827451149911,2023,3,28
530,530,15669e36-4708-403b-a716-10c19db54283,2021-09-21,f96c9a0a-3404-402a-abc1-bb5282e4dd4a,22613.41,0,0,0,0,1,2021,9,21,96996,0.2331375520640026,2020-02-05,594,False,Normal,0,Normal,0.0,2020,2,5
531,531,53a5e850-8950-4dd6-a7c6-cbb1cedd069d,2022-02-15,a65be22b-d5a3-46d9-8362-a810a2611b8d,36282.69,1,1,0,1,0,2022,2,15,144084,0.2518162321978845,2021-05-31,260,True,Normal,0,Normal,0.0,2021,5,31
532,532,4f67448e-10ec-4b1f-a4a5-c736ae59aa52,2023-09-01,3d175712-d8b2-4277-b413-db19bade8d5d,18297.83,1,0,0,1,0,2023,9,1,85765,0.2133484521658019,2022-09-14,352,True,Normal,0,Normal,0.0,2022,9,14
533,533,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d,2022-05-06,0e165b12-9bdc-40d1-9cbf-7b8c74102d5d,15686.91,0,0,0,0,1,2022,5,6,193513,0.0810638561750373,2020-04-24,742,False,Normal,0,Normal,0.0,2020,4,24
534,534,a8761e85-bddf-403a-aa84-30f84f2da233,2023-11-17,23204ff5-b538-496c-833e-02f71e93d127,44446.17,0,1,0,0,1,2023,11,17,59441,0.7477359061926953,2021-02-27,993,False,Anomaly,1,Anomaly,0.8300497976649734,2021,2,27
535,535,7f14eafa-29f0-4f7c-82e7-df89b3957a98,2024-12-09,d28fcf68-c871-47b3-8468-b74d85e3ade5,32116.21,0,0,0,0,1,2024,12,9,186514,0.1721919534190462,2023-03-03,647,False,Normal,0,Normal,0.0,2023,3,3
536,536,5f32d5d8-2abe-4585-825e-0259b88416d2,2020-10-21,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1,47889.35,1,1,0,0,1,2020,10,21,51283,0.933825049236589,2018-06-20,854,False,Anomaly,1,Anomaly,0.0,2018,6,20
537,537,e65fad87-c57c-4498-9e38-f711e2ec13f4,2020-04-26,861b4f5b-45a0-4539-ade8-370ace9e9ebd,37512.87,0,0,1,0,0,2020,4,26,82621,0.4540355357596737,2020-01-08,109,True,Anomaly,0,Normal,0.0,2020,1,8
538,538,f99cea5c-b65a-40f1-8350-ab061059ea28,2023-01-21,82c299f0-7487-4772-bf03-86fa13badc91,45683.45,0,0,1,0,0,2023,1,21,34709,1.3161845630816214,2020-05-19,977,False,Anomaly,1,Anomaly,0.0,2020,5,19
539,539,dbff00b0-7fe6-40f3-8e31-41ec5c311464,2023-01-03,c5f8e2f8-414f-4994-a845-77805e20c957,38212.05,0,0,1,0,0,2023,1,3,176854,0.2160655116649892,2021-05-07,606,False,Normal,0,Normal,0.0,2021,5,7
540,540,ac93281a-92eb-4ab0-a4ee-c67c1a57f9e4,2023-10-15,00a85473-8242-4912-bda3-c1623a78b64a,4552.58,0,0,0,0,1,2023,10,15,104180,0.0436991745056632,2022-11-12,337,True,Normal,0,Normal,0.0,2022,11,12
541,541,03254fbd-dce8-41c5-9bd3-0aec0b461173,2021-05-24,eb93f78c-620a-4158-9d2d-904f78c59073,45903.61,1,1,0,1,0,2021,5,24,145784,0.3148741288481589,2020-12-20,155,True,Normal,0,Normal,0.0,2020,12,20
542,542,f5d8fb91-ee60-41ac-add0-622e266bf2ea,2024-06-17,b6ca1127-e9f8-4970-8d98-f9e28d888beb,27608.64,1,0,1,0,0,2024,6,17,61671,0.4476762173468891,2023-06-14,369,False,Anomaly,0,Normal,0.078647557107185,2023,6,14
543,543,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693,2021-10-12,51e744e4-b864-4a08-aa75-752d6a8fcacb,8644.59,0,0,1,0,0,2021,10,12,92841,0.0931117717387792,2019-06-04,861,False,Normal,0,Normal,0.0268530540245856,2019,6,4
544,544,92502e59-13f0-4822-9374-8a1145712959,2022-01-14,0d7bec04-e6e5-4b32-ac5f-12ef8085c147,35987.44,1,1,0,0,1,2022,1,14,72493,0.4964264135847599,2021-09-10,126,True,Anomaly,0,Normal,0.0,2021,9,10
545,545,8409c5ea-cde9-48b3-b922-a7e42de982f8,2025-01-30,e0827f76-11a5-49b4-a6a3-02d6f43e8c48,25763.58,0,0,0,1,0,2025,1,30,117814,0.2186801229055969,2023-05-02,639,False,Normal,1,Anomaly,0.0,2023,5,2
546,546,c605e58a-4845-4343-9db4-49dc77106966,2024-05-25,74ed5145-8d97-45c7-961d-5c8753c9fe59,23111.52,0,0,0,1,0,2024,5,25,188373,0.1226901944546192,2023-09-13,255,True,Normal,0,Normal,0.0,2023,9,13
547,547,4aa5f9d3-335f-4f59-9e71-7fca020a4497,2022-12-29,3e19fc1d-9f6a-4a65-bd54-da044dcd0009,15754.39,0,0,0,1,0,2022,12,29,199455,0.0789871900930034,2022-06-15,197,True,Normal,0,Normal,0.0,2022,6,15
548,548,f8cbab4c-9779-4e84-9e47-2e2276c3e642,2022-08-22,bb82b796-3207-443e-86a0-7656c5c9fb91,37417.32,1,1,1,0,0,2022,8,22,80558,0.4644767744978773,2020-12-25,605,False,Anomaly,0,Normal,0.3039348988845888,2020,12,25
549,549,cbc4ec0e-c2ae-4674-8beb-4e78e68373a3,2021-05-25,061efb95-68f8-4063-aeb1-9ad201a1fb0f,21473.02,1,0,1,0,0,2021,5,25,78380,0.2739604490941567,2018-09-12,986,False,Normal,0,Normal,0.0253089288048969,2018,9,12
550,550,a2cd1590-58af-493c-8aa2-b4c93ba5bd76,2024-05-15,55c3b2db-f374-490d-8274-ce40e09016b6,46761.85,0,0,0,1,0,2024,5,15,35985,1.2994817284979852,2024-04-11,34,True,Anomaly,1,Anomaly,0.0,2024,4,11
551,551,60538c1b-a845-40a1-8249-2e5e005fd0e6,2024-06-02,34879e41-1a9c-472a-8eb9-047dba2ac3d9,14710.99,0,0,0,1,0,2024,6,2,50572,0.2908919955706715,2021-11-14,931,False,Anomaly,0,Anomaly,0.0,2021,11,14
552,552,6b790d01-3cf8-4d20-bbad-793f87a1ec02,2022-08-19,247296a4-ff38-4918-b8f9-a45d0f554896,48927.5,0,0,1,0,0,2022,8,19,64943,0.7533914355665737,2021-04-09,497,False,Anomaly,0,Normal,0.0,2021,4,9
553,553,0b3d0c36-17d0-4810-87a2-a10bb62edb49,2024-10-12,69be173a-850e-40ad-9872-f72ee5b4a1ae,44621.01,0,1,0,0,1,2024,10,12,188886,0.2362324894380737,2023-08-12,427,False,Normal,0,Normal,0.0,2023,8,12
554,554,755d814b-5f5b-4255-a544-9887b36ab3ed,2025-01-17,8163b6ce-1877-4c06-94ad-625215bc2a3e,45384.98,1,1,0,0,1,2025,1,17,90159,0.5033882363380251,2022-06-14,948,False,Anomaly,1,Anomaly,0.736698925451027,2022,6,14
555,555,64f434d6-d1e9-4691-a320-9116222df6a4,2020-07-18,a995ecc3-6f5b-49a6-8ff1-c51f915cb31b,48225.15,1,1,1,0,0,2020,7,18,68171,0.7074144430916373,2019-06-30,384,False,Anomaly,0,Anomaly,0.0,2019,6,30
556,556,4aab47b2-3c9d-428a-a176-1930f6d70248,2021-06-23,64988bde-cd02-44db-ad11-15d750a46c85,43084.19,1,1,0,1,0,2021,6,23,157148,0.2741631455697814,2020-04-04,445,False,Normal,0,Normal,0.0,2020,4,4
557,557,53853918-bc40-45fa-94f7-6322b362c0d2,2021-10-06,f18cccdc-131e-4723-bbcd-f203459ee674,27094.3,1,0,1,0,0,2021,10,6,156970,0.1726081416831241,2019-07-24,805,False,Normal,0,Normal,0.0,2019,7,24
558,558,c5285425-c7a9-433c-a2d8-39d333e4f986,2023-02-05,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,41823.67,0,0,0,1,0,2023,2,5,148691,0.2812790955740428,2021-12-10,422,False,Normal,0,Normal,0.0,2021,12,10
559,559,1ee89a4c-6811-44e2-9064-7c59774f6354,2022-11-08,73b0d676-3527-45c8-8534-ca08f6f24d1c,36095.15,0,0,0,0,1,2022,11,8,150572,0.2397202003028451,2021-12-08,335,True,Normal,0,Normal,0.4328133758236034,2021,12,8
560,560,da3c45ca-43d7-4f2b-b69d-e1e34eed4124,2020-10-09,4de1087b-afa1-4a55-8ebe-abaa28597b34,12751.85,1,0,0,0,1,2020,10,9,133449,0.0955559801871876,2018-04-19,904,False,Normal,0,Normal,0.0,2018,4,19
561,561,9a72083c-b266-486c-b467-88bdd38e13e4,2020-05-16,25f88c74-53ea-4919-9b48-62c2d5ff2a1f,43822.8,1,1,0,1,0,2020,5,16,111970,0.3913798338840761,2018-06-11,705,False,Normal,0,Normal,0.0,2018,6,11
562,562,f7e9101d-3f8b-4433-b60e-695c1759ba96,2021-12-13,4c80d33a-ad5b-43c8-8c88-0714837217e0,33179.79,0,0,1,0,0,2021,12,13,89884,0.3691401139246139,2019-06-15,912,False,Normal,0,Normal,0.0,2019,6,15
563,563,2c82989f-fd9c-4bb0-91f1-6485429a4a7c,2020-04-29,8e52fc42-73c3-44a6-9ac7-26b667863fb3,1274.47,1,0,0,1,0,2020,4,29,198535,0.0064193718991613,2018-08-27,611,False,Normal,1,Anomaly,0.0,2018,8,27
564,564,183fea70-3ff6-479e-8cd4-b90abf8211bc,2022-06-26,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a,22598.83,0,1,1,0,0,2022,6,26,182368,0.1239188344446394,2020-05-31,756,False,Normal,0,Normal,0.0,2020,5,31
565,565,c7ecfe71-d493-47fc-8fc9-8d2e030f9be9,2025-02-01,668c879b-d2dc-42c8-b2b8-d8aa21768dd7,37156.78,0,0,0,0,1,2025,2,1,121265,0.3064097637405681,2023-07-21,561,False,Normal,1,Anomaly,0.0,2023,7,21
566,566,f004e897-a15b-4e18-afb0-64065f4b1a97,2023-05-25,eadc9960-4242-41e2-960b-e0f495132c22,37842.09,1,1,0,1,0,2023,5,25,116461,0.3249335829161693,2021-09-12,620,False,Normal,0,Normal,0.0,2021,9,12
567,567,ff45f8a2-0594-424f-9332-5c31d010318a,2020-06-29,cf2e3296-7184-4713-a55f-65b7e709fba6,49677.43,0,0,0,1,0,2020,6,29,158565,0.3132937911897329,2019-02-16,499,False,Normal,0,Normal,0.0,2019,2,16
568,568,d8e70aeb-e7b3-4085-978b-e96820f87ba2,2024-04-27,f1394e3c-0aee-4557-9f5d-f91254e07431,16285.73,0,0,1,0,0,2024,4,27,187305,0.0869476522249806,2023-05-18,345,True,Normal,0,Normal,0.0,2023,5,18
569,569,ec93e596-2b01-4723-8cf6-97a57603c36c,2023-01-16,7f0223bc-651e-4252-b974-4cded259f960,12226.75,0,0,0,1,0,2023,1,16,36643,0.3336721884125208,2021-07-04,561,False,Anomaly,0,Normal,0.0,2021,7,4
570,570,6d39da75-aee7-4ab2-a1fa-8e7a078c26ce,2021-01-13,46653497-2fe9-42aa-a886-a01136f7a26c,20971.23,1,0,0,0,1,2021,1,13,199254,0.1052487277545243,2018-07-01,927,False,Normal,0,Normal,0.0150257093128446,2018,7,1
571,571,260cb547-e228-4fe3-b22d-ce1347a48c42,2020-05-06,a5b40983-3eeb-404a-9df2-372e9e825aae,44045.84,0,0,0,1,0,2020,5,6,194363,0.2266163827477451,2019-03-19,414,False,Normal,0,Normal,0.0,2019,3,19
572,572,e1fdc6d1-6978-4221-bfb7-5c574b8c031f,2022-12-05,620d4a1f-479f-4628-9674-eb650f9c5300,25033.23,0,0,0,0,1,2022,12,5,99610,0.2513124184318843,2022-08-10,117,True,Normal,0,Normal,0.0,2022,8,10
573,573,a484e035-330f-4aa3-ab52-f93c2321e64e,2024-08-06,fe7c80e9-a179-4e93-bfc8-25ac869bc00f,39397.33,0,0,0,0,1,2024,8,6,165346,0.2382720477060225,2023-06-27,406,False,Normal,0,Normal,0.0,2023,6,27
574,574,04ffeab2-cb7b-4b3a-8b2d-158acd5ae324,2025-02-13,7acc9970-5bee-4570-b69f-75c5c82ba1be,15344.48,0,0,0,1,0,2025,2,13,60855,0.252148221181497,2022-12-27,779,False,Normal,0,Normal,0.0,2022,12,27
575,575,58129eb2-7c13-447a-880c-21958b6584ce,2024-09-26,453b45fe-636c-4499-9254-aad3809cd839,42542.38,0,1,0,0,1,2024,9,26,54695,0.7778111344729866,2023-01-22,613,False,Anomaly,1,Anomaly,0.0,2023,1,22
576,576,98dc9e0b-51a1-45df-86ac-10102e0869c1,2021-04-08,47eb340d-c74e-48ff-8f89-569de550d736,7645.41,0,0,0,0,1,2021,4,8,141786,0.0539221784943506,2021-01-08,90,True,Normal,0,Normal,0.0,2021,1,8
577,577,78c04ed8-fdd4-4f21-8f03-f0c80effd5bd,2022-10-27,3b964c74-ffe6-4994-9580-4c2ac44fc4b8,48405.42,0,0,1,0,0,2022,10,27,185083,0.2615335822306748,2020-04-05,935,False,Normal,0,Anomaly,0.0,2020,4,5
578,578,3f738f50-19a2-476f-a8dd-2bfdf956be95,2023-06-17,ca8e858c-d0f8-4063-889f-e107443b1d0f,13122.28,0,0,0,0,1,2023,6,17,68551,0.1914236116176277,2020-11-24,935,False,Normal,0,Normal,0.0102425114276185,2020,11,24
579,579,c398c332-0e50-4785-bcaf-f931ead18464,2025-02-26,fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,42433.1,0,0,0,1,0,2025,2,26,156712,0.2707712236459237,2024-02-20,372,False,Normal,1,Normal,0.0,2024,2,20
580,580,ef69a980-5ad4-49ef-a36f-a890cc21cbdb,2024-05-15,3c8e9d78-2d14-49f4-ac78-644fd86065a2,3051.06,0,0,0,0,1,2024,5,15,199062,0.0153271844952828,2021-09-20,968,False,Normal,1,Normal,0.0,2021,9,20
581,581,bcf474aa-ce63-4b1a-9168-bbf297af5bde,2023-08-30,b4157cea-0738-4ba4-9770-a3dbe9fa97e2,43744.21,0,0,0,1,0,2023,8,30,184971,0.2364922609490136,2021-12-12,626,False,Normal,0,Normal,0.0,2021,12,12
582,582,91519998-f293-4585-9a07-d758b357f3f9,2022-12-28,d631c383-3030-44d0-b2c8-47439027e770,33736.8,0,0,0,1,0,2022,12,28,121144,0.2784851086310507,2022-05-17,225,True,Normal,0,Normal,0.0,2022,5,17
583,583,f86b543a-e1b2-43cc-8f76-7343fcedf994,2022-08-20,09b7fdf7-7d8d-4ddd-acf1-49cb4f1e1a37,16981.73,1,0,0,1,0,2022,8,20,171854,0.0988148661072771,2020-11-23,635,False,Normal,0,Normal,0.1555192486669109,2020,11,23
584,584,9a069295-3b8d-4447-8e61-065f171b1b80,2021-04-07,54ec84ce-002c-4b25-ba5d-7c8286c5547c,37203.02,0,0,1,0,0,2021,4,7,110514,0.3366362632788606,2018-11-07,882,False,Normal,0,Normal,0.3701888536742666,2018,11,7
585,585,ce7334f2-3393-4b6c-9d37-efb6eafb3e90,2020-10-28,cd6bb03b-eb35-47a0-ad6e-0291b7893986,12508.36,0,0,1,0,0,2020,10,28,181686,0.0688460310645839,2019-02-01,635,False,Normal,0,Normal,0.0,2019,2,1
586,586,0f3f0f48-52d6-4779-9e43-79cbd8230076,2020-04-13,24435958-eacf-43a9-b466-fab6962c04dd,12346.88,0,0,0,0,1,2020,4,13,136561,0.0904129290207306,2017-10-01,925,False,Normal,0,Normal,0.0,2017,10,1
587,587,86bb42c7-d8b2-48b6-9c65-4aa2c63ce21d,2024-06-23,b45c9a54-5fa3-4531-9291-6e60f5e72daf,26915.68,0,0,0,0,1,2024,6,23,98853,0.2722798498781018,2023-04-22,428,False,Normal,0,Normal,0.0,2023,4,22
