Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Vehicle_Age_Property_Age,Claim_History,Premium_Amount,Claim_Amount,Risk_Score,Fraudulent_Claim
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,67,Other,Health,52774.72,10,4,1494.03,28277.51,High,0
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,77,Female,Auto,79610.32,2,1,2060.65,15975.93,Low,0
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,58,Male,Life,100393.39,8,1,1622.93,3389.74,Low,0
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,34,Male,Health,28666.54,14,5,2388.44,8316.92,High,0
77e490c7-1d7b-4313-8de2-2f1c56b60afc,44,Female,Property,83221.61,12,0,4229.63,39436.5,Medium,0
c1101266-2408-46dc-9346-d1a9f6802cdb,54,Other,Auto,49278.17,2,0,1827.09,15935.85,Low,0
ad238d36-dc32-4c97-b9c1-e262f76c8ede,78,Male,Health,81525.48,28,3,1224.07,3750.12,Medium,0
65bcc272-fadd-4ea3-aca5-e2fdb966442a,78,Male,Life,126925.5,19,3,3670.27,21566.17,Medium,0
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,59,Male,Property,48278.68,3,2,1424.98,9499.21,Medium,0
6502d6a2-ca6a-4224-971e-16cc5da36f1b,62,Other,Life,138907.62,9,1,931.62,19645.11,Low,0
1fa382e8-895c-4d99-83b3-8eb403902c5d,53,Female,Auto,29810.87,0,3,894.33,41194.87,High,1
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,58,Other,Property,55941.46,0,1,1268.74,14590.57,Medium,0
618ae305-95a5-4afa-831d-029fac1e86d8,23,Female,Health,75503.61,12,3,2700.94,33052.0,High,0
5f18e583-f0b6-483f-a377-f6f1d289f0ab,23,Other,Property,53278.62,28,3,2162.31,22288.76,High,0
78b2b549-3bdb-409e-acc2-16a01bbc91f7,34,Female,Property,67412.15,26,2,3039.11,7556.53,Low,0
f1738856-e25d-46eb-9e9a-9f83066803ee,62,Other,Health,35427.32,11,4,2362.94,37822.84,High,1
9c2e58de-ea4e-4617-93f8-382b8fb864e4,32,Other,Health,171343.49,26,4,2383.84,26775.72,Medium,0
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,73,Female,Auto,105727.21,2,3,4562.5,35715.28,High,1
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,50,Other,Auto,41650.74,24,3,1277.96,49218.4,High,1
1dde7969-6886-43db-a634-8e784d5c55c7,80,Male,Auto,42713.48,13,0,4947.26,21769.66,Low,0
0986bbeb-f23e-423d-8b9b-d93423c86d30,70,Other,Auto,170139.46,8,2,4598.62,45708.7,Medium,1
1dba1267-7e1c-45a1-bef5-18a64dead645,22,Male,Property,120145.56,17,2,4354.81,25984.41,Medium,0
899ca782-e323-4d1a-bc1b-dacc18e19331,76,Male,Property,40253.39,4,1,3049.67,29133.85,Medium,0
5efa9c5b-7421-4f46-a37e-4b0122bae10e,79,Male,Health,121283.08,3,2,4403.64,44006.79,High,1
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,74,Female,Life,88947.83,15,4,3240.33,1873.28,Medium,0
965befdf-6b4b-4411-8a4a-0e2df22b5b98,35,Female,Auto,131284.01,21,5,2307.74,19789.64,High,0
e2aa7a5d-278e-400d-ba02-66efbe055787,74,Female,Auto,28872.38,15,2,4536.64,1011.64,Medium,0
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,70,Female,Life,70462.4,15,5,3581.83,48624.83,High,1
f065c817-687a-4850-9d9b-62317d45d8ef,32,Male,Life,195359.5,14,2,1712.39,20838.64,Low,0
b0b63bcf-0860-4833-879d-0cdaf396ea37,59,Male,Auto,99508.99,29,3,3834.25,37974.66,High,1
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,73,Female,Health,112748.55,5,0,1900.05,25339.76,Low,0
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,26,Other,Health,51272.72,28,1,4266.4,12474.51,Low,0
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,47,Male,Life,146834.11,8,2,4205.78,25256.32,Medium,0
a5135ea0-fa53-434d-a6d5-901d8b621d41,58,Male,Health,63548.86,15,4,2507.47,48026.02,High,1
46a02a9b-65ec-4acd-8f80-35f55bd20c98,48,Other,Life,81964.82,26,2,3870.33,34442.53,Medium,0
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,36,Male,Property,28937.19,27,4,4009.24,10715.93,High,0
1777e8cb-7468-4b98-92fe-2fded918b3e5,32,Other,Auto,141985.14,8,5,2342.78,1002.62,Medium,0
a3b5cece-a446-4e72-b64c-911aa9ab364a,67,Other,Health,105337.5,4,5,1279.4,40043.24,High,1
0cf2b69b-0577-4ea9-b899-924698de8ebb,32,Female,Life,148293.29,22,5,1739.2,44774.15,High,1
fd235def-3e5a-47e3-9560-db22c96b5edb,72,Female,Property,65359.77,14,2,3547.38,41215.54,High,1
34885a46-9088-4eaf-8977-6598203c8c25,43,Other,Health,21322.56,21,2,3026.56,29688.63,High,0
8de08fc2-c3e1-4a85-946e-f10411906f50,36,Female,Health,106712.92,10,2,3382.68,43074.58,Medium,1
d0243d72-3748-467f-961d-33ba350843f0,34,Other,Life,53904.81,16,1,4548.59,40271.49,High,0
c63d04ee-541c-4a86-bba5-cd2fdea45c19,69,Other,Property,138895.46,21,1,3745.77,32770.03,Low,0
989240ac-e689-43a9-89e4-8e8c25c61c45,36,Female,Property,92827.8,23,0,3123.61,49737.69,Medium,0
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,70,Male,Life,150778.98,7,5,2905.86,39244.85,High,1
8a4b8f7c-2147-4a15-bcce-96f6250a4578,76,Other,Life,111316.67,27,1,4282.87,43824.74,Medium,1
1c24220e-2cab-47e7-8c6b-66e5402adf9c,29,Female,Health,104740.56,23,2,3763.34,27951.58,Medium,0
21bddb41-0699-4731-9dcf-8766a93b12cd,76,Male,Life,137798.24,7,2,1504.98,43571.61,Medium,1
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,44,Female,Life,66900.66,9,3,4330.46,23526.83,High,0
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,73,Other,Health,104999.54,6,4,1039.17,34034.89,High,1
20733f6d-0d6a-45b3-83ef-20162c9b662e,51,Female,Property,29731.15,27,1,1118.14,10014.83,Medium,0
1d181ee9-86ad-4a8c-abc4-123ebde13c1b,44,Other,Property,45780.35,27,5,1311.61,4040.57,High,0
72c22a16-79eb-4168-9045-56e5bee3eb79,39,Other,Auto,76414.53,1,0,2534.24,10469.12,Low,0
97fa7f04-8363-4007-9cae-9610c72c1fe3,67,Male,Auto,108123.88,24,0,1082.33,21685.57,Low,0
38b77c07-80fb-4296-b3b6-a09b1beaf6ac,45,Female,Property,193759.01,12,0,669.76,9970.71,Low,0
ba2c98ce-0b19-488e-9d77-a45ef206c269,41,Male,Life,156232.59,16,1,580.62,206.19,Low,0
a8addf36-ddf2-45eb-a8a3-f341c8819065,64,Male,Auto,144834.45,11,2,1080.19,19177.52,Low,0
a4b1f991-7542-4646-8d37-a539857dd3b3,55,Female,Auto,31751.66,1,2,4768.09,22796.32,High,0
ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,51,Other,Life,98059.74,21,1,2042.3,45069.19,Medium,1
6d204496-66d0-4371-98e8-8ebb7a9e8eef,40,Male,Auto,190655.18,29,3,586.06,11216.07,Low,0
b65feea9-7d82-4264-9ba3-62e7afa415e5,26,Male,Health,126144.71,5,0,2149.66,32527.02,Low,0
e63658c9-12d0-498d-b18d-4d05e8e22743,20,Female,Life,158824.94,19,0,3172.66,2398.02,Low,0
25f934bf-9bb9-4155-9275-eb9414aeaf5c,24,Other,Health,28682.31,3,3,2499.41,6179.75,Medium,0
9fd34579-4667-42ce-a04e-178c10d08d11,34,Female,Auto,56989.08,21,5,541.87,21043.57,High,0
b64fa54a-8c61-4654-95da-75c1a21150f9,24,Other,Life,132103.6,22,1,2384.72,44931.1,Medium,0
98eeac2b-fe9f-4caa-a182-f347533f5a72,50,Other,Health,70887.22,25,0,2739.83,30450.09,Low,0
816bcb9f-7426-4193-8b7e-6b3c87d292a6,67,Female,Auto,84425.93,13,2,1221.68,27406.94,Medium,0
cb08587d-1963-426d-ae21-8b099afd4015,76,Male,Property,79508.65,0,0,3522.35,45344.0,Medium,1
a79b44b6-da50-4fed-9d4a-3d81b3a7d0e0,71,Other,Property,46846.01,2,4,837.72,36178.81,High,1
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,75,Female,Auto,102215.22,9,2,2589.25,4990.45,Low,0
6e191042-370b-4063-9d90-e79eb888f6ed,29,Male,Life,84838.64,21,2,2416.98,5795.05,Low,0
69efafb1-3a7e-4e14-a359-eee173991a47,72,Male,Health,173359.77,21,5,1267.31,17876.37,Medium,0
66132e69-7418-4109-93d1-bf0f56c438e4,46,Other,Life,178125.6,2,2,4167.34,9143.47,Low,0
50032b35-1857-4baf-bac7-e2b96a7e4c36,43,Female,Property,68929.96,12,5,4328.02,39994.95,High,1
4140752c-aa44-4259-9001-8b7b6d4067f4,59,Male,Health,43852.08,23,0,4917.06,42217.49,Medium,0
afd380c4-2713-482c-b41e-a3ac5fd23109,24,Female,Property,164407.66,21,3,1315.67,18987.54,Low,0
175a81ec-112f-4612-b969-9ed2ec48bf55,40,Other,Health,175263.64,28,5,4880.5,6532.77,Medium,0
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,76,Female,Health,179766.91,14,0,785.01,32748.68,Low,0
5f65c8ce-bd21-4c11-be9d-61ee18b87245,18,Other,Auto,196021.2,21,2,2835.95,34412.08,Low,0
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,57,Male,Property,139108.39,7,3,2055.87,33814.78,Medium,1
8fca7b6a-8fc4-4092-b4e5-59e596229348,42,Male,Health,22096.08,29,1,2775.05,23464.45,Medium,0
692ac139-1f4a-4ca1-ab85-fd595463adc7,49,Male,Health,155257.4,10,1,1989.03,13907.86,Low,0
f0ede303-aa53-419c-9fa4-bb9f5a856750,50,Male,Property,92589.86,7,0,2565.93,40063.06,Medium,0
ea74bb18-de3b-496f-ac45-96f6c012a0ff,46,Male,Property,100472.26,3,3,3853.58,888.46,Medium,0
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,43,Female,Health,120283.58,0,0,4063.02,48158.56,Medium,0
1a85910d-5a05-4c11-8ffc-a6b199b479d4,58,Female,Auto,137827.28,14,2,2135.04,2713.76,Low,0
279c658a-3676-4ce5-81e5-c9f693f277cc,32,Female,Life,120827.15,19,4,2629.1,32858.36,High,1
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,63,Female,Health,37538.66,21,1,509.89,17756.95,Medium,0
8e676a01-d86a-4460-99a1-120e1bb43332,58,Female,Life,146377.29,1,1,2715.9,41091.93,Low,0
47503f1d-c33a-4f6c-9d69-1fba5e187b24,65,Other,Property,39253.07,19,1,1343.95,46510.81,High,1
6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,43,Male,Property,168419.75,6,5,2020.7,37857.47,High,1
c4767556-f97b-42dd-8f9b-72aed85c16bd,20,Other,Health,158986.13,14,3,3463.06,47809.52,High,1
accb461a-9d13-4363-9f29-4a8bd1846c39,26,Female,Health,115465.58,1,4,4708.89,41940.81,High,1
9be71737-06b8-4231-8e86-7f3ca487eeab,48,Other,Auto,144527.19,5,5,4168.6,5177.7,Medium,0
b18753e6-d457-4ad9-a867-a096edd877c8,60,Other,Life,110739.82,12,3,4907.75,45795.51,High,1
45f50c52-2e2f-4f77-8769-79d644777442,66,Male,Life,91616.6,10,2,2537.81,6668.59,Low,0
ebe9e207-4f19-4ec0-832d-4526b3e4110a,44,Other,Life,171753.4,17,2,3703.43,46775.6,Medium,1
2e709838-0190-4620-99dc-abd056febfb9,58,Male,Auto,57748.29,22,2,3589.75,46059.59,High,1
a847bce7-90fa-4b57-a4ac-2130deaf528d,26,Other,Auto,110700.82,22,5,1950.72,5770.26,Medium,0
bdb025ff-2451-45a4-91d0-59b26699cd99,40,Other,Property,124905.13,30,5,3695.56,33712.17,High,1
177d6e7e-07d9-44ce-b8c8-8faea2178f84,75,Other,Life,177945.9,13,0,2852.28,1263.61,Low,0
604e46cb-3712-42d1-87cd-b6a1bf012e32,27,Male,Health,55982.44,24,1,4925.9,34169.52,Medium,0
284bf962-5744-4596-b422-21676b7a2460,27,Male,Life,56720.16,17,0,2114.07,22629.73,Medium,0
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,57,Other,Auto,153634.29,17,3,1569.18,39215.36,Medium,1
98a21f1c-914d-4fae-b100-13a7c6deb2f0,69,Other,Life,144728.49,1,3,2244.0,47835.1,High,1
27d415b6-0d77-45a0-a222-b6a615bfbe97,80,Other,Life,193849.98,1,0,3846.51,10154.36,Low,0
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,73,Female,Auto,184067.55,22,5,3414.35,37755.39,Medium,1
716fda0a-45a8-4829-94e2-86e5ac8936bc,52,Other,Auto,159706.41,30,1,1823.8,8871.29,Low,0
9b69554d-7c54-435f-ac8c-3b6aa974d079,61,Male,Auto,193245.54,23,4,1037.09,2031.71,Low,0
372f871a-45ee-432d-aa07-f2137129cec7,35,Other,Life,43411.98,18,2,525.4,23316.57,Medium,0
585d3f86-1d23-44e6-8329-20b7c143f426,77,Male,Health,47666.61,10,4,728.85,46619.09,High,1
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,57,Other,Life,108299.17,18,4,2111.39,39201.57,High,1
86e52753-7c93-46cc-97d7-a560adb14670,38,Other,Auto,192257.79,16,0,4038.16,7968.52,Low,0
3873e57f-0ba0-48e8-8ef4-92c1aac93316,52,Other,Property,36550.2,7,1,3485.01,16553.33,Medium,0
0e0630cd-996d-4c50-bc04-a168652ffb49,36,Male,Property,199393.59,26,5,539.62,33446.92,High,1
f200c261-4d29-41ab-b455-12f701f7c7ec,46,Male,Auto,192601.43,21,2,2216.18,39810.33,Low,0
c3a00c6f-2321-41e1-8471-04c036136e15,25,Female,Life,117242.72,9,0,4601.01,41105.45,Low,0
1eb74b56-53ff-43a2-8a19-35014169b9fc,41,Other,Property,107624.85,9,5,1366.31,25694.74,High,1
6e3f683a-bf3c-4140-bf54-a51101fa964e,78,Male,Auto,194893.18,24,4,2899.43,31346.65,Medium,1
88575117-6155-4667-a112-507c2cfa55b0,31,Other,Auto,175691.15,13,0,1425.11,41437.43,Low,0
8f0881ee-8011-416b-bae8-8926b423ccde,74,Other,Property,136381.01,30,0,3861.01,7687.73,Low,0
5aaab32f-ce63-42b6-ab05-347fd556b37d,47,Other,Life,26819.54,2,0,1300.96,12595.4,Low,0
bdf66ba5-dc9c-46de-a5a6-74c212738a23,22,Other,Auto,183977.58,13,3,2530.07,20222.4,Low,0
75b27455-04cc-4ede-afac-16730ad45230,38,Male,Property,141193.77,17,0,3386.4,30917.47,Low,0
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,66,Other,Health,146158.77,2,2,4676.21,5306.78,Low,0
67884209-92ca-425a-ade5-93329364f3d0,68,Other,Life,129181.85,9,3,2216.36,41106.12,High,1
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,19,Female,Auto,116024.2,4,5,2259.47,39874.23,High,1
f758dce2-0556-4aea-a7b0-32831d7c0098,52,Female,Auto,73650.17,28,5,3415.73,47869.58,High,1
f296d9f0-cd23-42c2-abff-e17b532401fc,18,Other,Auto,42182.33,0,4,3184.95,26857.6,High,0
b08a4895-d4ff-4666-b5c8-e90d9e3d750d,78,Male,Life,57809.52,23,5,2047.33,20632.72,High,1
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,59,Other,Auto,48971.78,7,4,4256.37,9716.31,High,0
6f887f28-3e49-4d09-9b19-d8b8d8302081,29,Other,Health,173249.79,29,4,2575.69,27483.23,Medium,0
1422373f-8622-48d1-a683-e10796c044d0,36,Other,Health,65123.77,6,5,3112.68,47577.0,High,1
beed10b6-4f6e-474b-9eda-b0276550f74a,40,Male,Auto,38008.11,19,0,4550.53,15889.3,Medium,0
c77444cb-5543-4c3c-b8b8-f24e56ea57b3,46,Female,Life,144822.46,4,4,3050.88,40384.99,High,1
a21b0307-82af-485c-938d-994c2b0abedd,79,Female,Auto,20869.74,7,1,3704.9,32041.93,High,0
31a3ac4d-828c-47e7-87d5-b7be1d30d990,35,Female,Auto,142324.43,10,3,2582.82,17937.08,Medium,0
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,37,Female,Health,51638.63,19,0,4288.07,42935.68,Medium,0
a53bc024-d1a6-4d87-b54e-2019ba35844e,26,Other,Auto,67382.24,28,5,844.08,3770.0,High,0
1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,19,Other,Health,166275.63,18,3,3961.4,10638.03,Low,0
2c6a6e9a-3280-47a1-8187-222b257d5e52,20,Other,Life,117824.48,17,3,3442.59,7431.65,Medium,0
c257cf73-c29d-482b-a722-796e9a36d1ec,43,Male,Life,44098.63,16,4,907.49,18193.28,High,0
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,18,Other,Auto,172636.73,25,4,3578.73,37860.3,Medium,1
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,26,Female,Auto,52246.13,30,4,3467.36,48386.78,High,1
9458054e-c287-4f06-9050-f7efc1235c91,65,Other,Property,189051.55,1,1,3926.63,11587.5,Low,0
e1cde87f-ec95-4f87-ae5e-c36572eb7474,34,Female,Auto,27705.52,6,4,4584.77,18062.57,High,0
fc8d5b93-a2a2-491f-a49b-1cd99082889b,48,Female,Health,27182.85,20,2,964.51,48422.07,High,1
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,58,Female,Life,124153.66,18,1,2194.97,18925.93,Low,0
70944bdb-26a5-44e3-90ee-7a92a09151e0,55,Other,Health,112999.32,12,1,2823.67,17644.9,Low,0
a1a27485-7134-4c2a-b80b-3657117b355b,73,Female,Property,162678.34,28,4,529.69,44101.71,High,1
97674900-4651-4367-8bdc-43184d85a3d2,46,Male,Auto,33875.88,20,2,1451.83,9345.28,Medium,0
12fe28bf-81e0-4489-9a18-e2a30e614bcd,41,Other,Health,138999.74,13,2,3741.15,24075.83,Low,0
09a0a0f6-73b0-4091-b634-c1694f76e388,48,Female,Auto,126342.36,20,3,601.01,2157.22,Low,0
497de16d-d4ea-420a-9e65-96540e9058b6,54,Other,Auto,44250.33,16,0,4508.59,7343.26,Low,0
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,28,Female,Auto,112995.32,12,4,4861.6,31881.14,High,1
98159d6c-9d71-4084-971d-abf9daf481a7,74,Other,Life,190505.7,6,3,3229.37,23570.67,Low,0
949077c2-7674-456f-a26d-719d81cf3252,48,Male,Auto,169465.44,19,1,4075.77,41022.66,Low,1
bd29ede9-cab4-423b-b448-83858de7ad6c,29,Other,Life,50189.91,21,2,4650.58,29826.67,High,0
e8b77f7b-7321-4f6b-8a80-76ece5582e16,22,Male,Property,89383.14,3,0,1410.57,42979.58,Medium,0
30307633-a6de-41d8-9258-17b7cf501889,50,Other,Property,168772.55,19,0,1298.4,45080.41,Low,0
80599b93-79c2-42e4-9ae1-a991524f93ff,56,Male,Health,36774.19,21,1,4558.93,26964.3,Medium,0
73557b9d-0fd6-447e-b52d-4af2269ed4c9,18,Other,Property,113967.96,11,0,3639.39,21447.81,Low,0
d65e59dd-e62d-4d06-8f9b-85581a7f195b,78,Female,Property,83093.21,25,5,4585.36,41859.53,High,1
15969802-b6dd-4257-bb7d-9f1c57eb89b1,54,Male,Property,44098.96,15,1,4595.38,4190.88,Low,0
0a0537f0-2c2c-422b-a568-95c6812a1f9b,56,Other,Property,66404.9,0,5,3846.41,355.7,High,0
fdb1429e-7010-4d13-b526-b22d3f6c21f7,51,Male,Health,87505.38,6,5,4119.29,20442.25,High,1
9c1c3517-85d2-40a6-8629-5b5d707df251,24,Male,Property,137283.67,8,2,4347.4,21178.08,Low,0
eafde7d9-5f73-4a3e-9d28-6aa428a39779,41,Other,Life,198523.76,12,1,2359.53,39189.42,Low,0
c6435300-68a5-4c68-a32d-bb5e486bb6bf,48,Male,Life,120636.89,15,2,4948.29,28882.56,Medium,0
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,67,Other,Property,152440.84,27,5,1035.89,11488.57,Medium,0
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,68,Other,Auto,38050.15,16,3,4037.37,40042.69,High,1
8ed6ad5e-1831-4aa3-9466-9d1910df9974,57,Other,Health,48932.84,30,5,523.81,4554.43,High,0
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,27,Female,Property,35865.32,8,1,2168.76,30451.44,Medium,0
f6e39356-a814-4562-9a00-3f16b9469bcf,64,Female,Property,130513.81,16,2,3702.23,29873.63,Medium,0
267eddce-df8f-4197-9a4a-99b2e806133c,78,Male,Property,99014.97,6,5,4688.41,25907.66,High,1
a9e27ba9-952e-4abb-94dd-5061555736f8,30,Male,Auto,130734.2,21,0,2118.83,32750.96,Low,0
4f6b58c8-598d-4aec-aaaf-e5432434a678,80,Male,Health,199427.09,24,3,2089.07,19757.16,Low,0
a981b098-b2cf-452d-a7f3-33b3f7baf55e,55,Male,Health,152646.6,2,0,2973.17,36306.94,Low,0
b576255e-9854-4f22-a102-f9c964575bc4,53,Other,Life,82545.52,26,2,1518.33,48152.86,High,1
8f158449-4f40-422f-95b0-2530f020e992,47,Female,Health,66999.35,13,4,979.09,3619.3,Medium,0
54170a17-caaa-4bbe-a4bb-f962606e0e1c,36,Female,Health,164529.6,30,2,4442.51,40657.37,Medium,1
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,54,Female,Property,193889.98,18,3,3964.85,37873.66,Medium,1
ff4625af-bd20-463b-b275-b5f3d436a7a8,79,Female,Property,181374.29,27,0,2668.87,12890.99,Low,0
17ec889c-86c1-46cb-a996-30f7af77520e,42,Other,Auto,141844.34,7,2,2355.92,17654.81,Low,0
822c4d32-6c64-4c15-aba3-01cba561e1e9,52,Male,Life,64686.37,2,3,3531.64,41053.73,High,1
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,22,Other,Auto,105779.98,11,1,4524.42,13453.79,Low,0
577bc55a-36d5-4494-b37f-d50d2e25b5ee,78,Other,Auto,109819.88,6,1,3809.43,43637.12,Medium,1
31274148-7c7c-404e-8422-d03ef29a6339,31,Male,Auto,170289.29,26,4,2102.12,38946.92,Medium,1
27aa7cbc-2337-4bbc-bffe-77c839feb99c,25,Male,Property,130488.86,24,4,4810.97,42400.53,High,1
c9c23e69-d82c-4565-8bb9-07ec13c11754,41,Other,Life,108621.27,28,4,4409.46,24540.27,High,0
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,66,Other,Life,91618.31,24,4,1077.11,26286.77,High,1
86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,45,Female,Health,110445.54,12,5,3991.57,22859.8,High,1
e05b46c5-5636-4094-a974-31db09a9d1c1,25,Other,Property,76817.23,0,0,3533.46,18971.4,Low,0
98e52499-218c-4e1c-9e37-4f7ac42cbc39,24,Female,Life,130300.06,8,1,2968.54,11856.96,Low,0
2e4bebc4-2989-4880-a77d-1be96070b6a1,48,Other,Life,85866.35,15,3,1447.4,35035.63,High,0
9feefdff-c566-4a81-b15e-54f6d4d30795,41,Female,Property,70333.32,5,4,1090.13,28794.64,High,0
b89f72f3-2a60-4652-a714-7668cf1d7d3a,32,Male,Life,164735.76,17,3,4353.39,9803.16,Low,0
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,69,Other,Auto,105137.66,0,1,2396.84,6723.58,Low,0
f836f571-3cce-476c-b836-c448ad261ec5,75,Other,Life,161359.93,9,2,3029.62,28391.73,Low,0
c09cb506-48f1-496d-9c4f-fb4671b701aa,43,Male,Auto,30806.55,26,2,2644.43,31493.11,High,0
3be79df4-72ec-416e-88a7-23e9bfa016c2,46,Other,Life,66758.44,11,4,3008.71,40500.79,High,1
f7315749-4f39-49a8-bd3a-258288b4f474,40,Male,Property,41822.75,27,5,4834.02,9947.91,High,0
e76adca9-7811-4802-88cc-7cfecf01f944,54,Other,Auto,196287.16,9,2,1962.91,25522.23,Low,0
ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,67,Other,Property,180133.84,12,4,1789.36,31585.61,Medium,1
70cafdd8-fc04-4f08-9207-0158f2771f63,27,Male,Life,95926.97,19,4,2321.48,45353.65,High,1
c7332304-4822-4120-84f9-eccd7630a8a7,23,Male,Life,61079.23,10,5,1811.1,13373.62,High,0
6b2d5b09-8707-4ad4-80be-7e3561c2645a,59,Female,Life,179784.53,24,2,3865.53,26046.78,Low,0
331f63fb-d11f-48c0-a97c-a4fff75d599f,46,Female,Auto,53099.52,0,1,3774.98,33101.13,Medium,0
df7d0dd7-236e-4608-9acb-394acd1f5318,78,Other,Health,57902.87,12,0,929.99,46839.68,Medium,1
7b07fd31-a424-4f23-8d5b-a7cd400035f0,48,Other,Health,24745.68,12,4,3942.48,4162.56,High,0
ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,34,Other,Auto,35176.03,29,3,1892.17,12369.83,High,0
8412a335-d88c-456d-b61e-5fdb1a435206,36,Female,Auto,43629.88,26,1,628.57,33177.46,Medium,0
1578d709-48f9-43d0-9fea-e1e0d9e604b3,73,Female,Property,104094.83,27,4,4706.86,27427.26,High,1
73069588-45d5-468d-a90a-3abbc35b9fea,26,Other,Auto,126349.57,14,5,3870.1,43864.69,High,1
d4bf7a4b-25b8-442f-836b-15c7e7c225da,45,Other,Life,183606.17,15,4,1522.08,4477.7,Low,0
e916da57-f248-43ab-977a-8a5f6ffe33b3,37,Female,Property,66765.27,9,0,500.42,40768.99,Medium,0
e27718c5-737d-4fb6-9113-76e038d77b9a,72,Male,Life,71617.2,17,0,3594.96,24596.58,Low,0
6a36af18-06d3-4b93-ae33-688d597e6845,66,Female,Life,21643.87,13,2,3186.52,39838.37,High,1
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,53,Female,Auto,94112.46,17,3,2276.38,8163.47,Medium,0
14e4180c-fe99-46a3-a2db-c8503c5bf3a7,65,Other,Property,169116.83,7,2,856.44,31266.15,Low,0
519554e3-0737-4c86-b97b-5f515ffa46ef,51,Other,Life,71241.83,23,4,4139.64,20645.19,High,0
b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,72,Male,Auto,44592.33,3,5,2549.04,22638.36,High,1
25637cc3-ca97-4bf5-95d5-96afa663d2cd,62,Other,Property,53802.1,0,1,723.34,26748.54,Medium,0
eada79a3-4970-4d9a-89ce-3cfb2339ba19,29,Male,Life,68455.12,22,3,3771.98,11640.52,Medium,0
d4c3a832-b231-460b-b8f2-ce6bd46b415d,27,Male,Property,59093.86,13,2,4035.76,24919.79,Medium,0
781799ff-b49e-44cc-8243-69e72387eaf6,41,Female,Health,79444.76,26,1,752.17,38782.65,Medium,0
e7e646c7-0158-4463-9d87-76a072d78bdd,22,Other,Property,52688.67,28,2,4177.63,41412.6,High,1
3735262d-4184-4b03-84dd-7054144823f7,25,Other,Auto,89263.62,14,1,3819.29,1675.51,Low,0
f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,47,Other,Health,113805.04,6,3,2251.05,48060.69,High,1
6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,77,Female,Auto,133249.57,1,5,4718.39,26046.31,High,1
3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,34,Female,Life,55770.25,28,0,4386.46,10889.41,Low,0
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,25,Male,Property,78412.43,5,2,3131.14,19790.42,Medium,0
9f708368-cb3c-48ca-a392-57316b79afcc,33,Male,Health,124593.86,22,3,3597.83,7749.6,Medium,0
